Route,Score,End,End Exit Volume,Start,End Clean
"['Stratford', '[TRANSFER→]West Ham', 'Star Lane', 'West Ham', 'Canning Town', 'North Greenwich']",345056.89161165245,North Greenwich,43095.755301156016,Stratford,North Greenwich
"['London Bridge LU', '[TRANSFER→]Bank and Monument', '[TRANSFER→]Cannon Street LU', 'Mansion House', 'Cannon Street LU', 'Bank and Monument']",343992.510062992,Bank and Monument,54480.33995698597,London Bridge LU,Bank and Monument
"['Waterloo LU', '[TRANSFER→]Bank and Monument', '[TRANSFER→]Cannon Street LU', 'Mansion House', 'Cannon Street LU', 'Bank and Monument']",343992.510062992,Bank and Monument,54480.33995698597,Waterloo LU,Bank and Monument
"['Farringdon', 'Barbican', 'Moorgate', '[TRANSFER→]Bank and Monument', 'Liverpool Street LU', '[TRANSFER→]Aldgate']",343710.5969923778,Liverpool Street LU,74058.98826547644,Farringdon,Liverpool Street LU
"['Farringdon', 'Barbican', 'Moorgate', 'Liverpool Street LU', '[TRANSFER→]Aldgate', '[TRANSFER→]Tower Hill']",343710.5969923778,Liverpool Street LU,74058.98826547644,Farringdon,Liverpool Street LU
"['Piccadilly Circus', '[TRANSFER→]Charing Cross LU', '[TRANSFER→]Embankment', '[TRANSFER→]Westminster', ""St. James's Park"", 'Victoria LU']",343436.47977547353,Victoria LU,86723.86782461665,Piccadilly Circus,Victoria LU
"['Waterloo LU', '[TRANSFER→]Westminster', ""St. James's Park"", 'Victoria LU', '[TRANSFER→]Green Park', '[TRANSFER→]Westminster']",343436.47977547353,Victoria LU,86723.86782461665,Waterloo LU,Victoria LU
"['North Greenwich', 'Canary Wharf LU', '[TRANSFER→]Canada Water', 'Bermondsey', 'London Bridge LU', '[TRANSFER→]Bank and Monument']",343378.89167165034,London Bridge LU,79888.75974908941,North Greenwich,London Bridge LU
"['North Greenwich', 'Canary Wharf LU', '[TRANSFER→]Canada Water', 'Bermondsey', 'London Bridge LU', '[TRANSFER→]Southwark']",343378.89167165034,London Bridge LU,79888.75974908941,North Greenwich,London Bridge LU
"['Waterloo LU', 'Southwark', '[TRANSFER→]London Bridge LU', '[TRANSFER→]Bank and Monument', '[TRANSFER→]Cannon Street LU', 'Bank and Monument']",342932.02008544916,Bank and Monument,54480.33995698597,Waterloo LU,Bank and Monument
"['Waterloo LU', 'Southwark', '[TRANSFER→]London Bridge LU', 'Bank and Monument', '[TRANSFER→]Shadwell DLR', '[TRANSFER→]Limehouse DLR']",342932.02008544916,Bank and Monument,54480.33995698597,Waterloo LU,Bank and Monument
"['Tottenham Court Road', '[TRANSFER→]Holborn', 'Chancery Lane', 'Holborn', 'Covent Garden', 'Leicester Square']",341801.5766443985,Leicester Square,45573.94756963399,Tottenham Court Road,Leicester Square
"['Farringdon', '[TRANSFER→]Tottenham Court Road', 'Holborn', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Bond Street', 'Paddington TfL']",341680.50974552694,Paddington TfL,81178.24734898907,Farringdon,Paddington TfL
"['Tottenham Court Road', 'Goodge Street', 'Warren Street', '[TRANSFER→]Euston LU', 'Mornington Crescent', 'Euston LU']",340956.97268010385,Euston LU,51663.66156684396,Tottenham Court Road,Euston LU
"['Farringdon', 'Barbican', 'Moorgate', '[TRANSFER→]Bank and Monument', 'London Bridge LU', '[TRANSFER→]Southwark']",340731.0394535528,London Bridge LU,79888.75974908941,Farringdon,London Bridge LU
"[""King's Cross St. Pancras"", 'Angel', 'Old Street', 'Moorgate', '[TRANSFER→]Liverpool Street LU', 'Farringdon']",339001.204837168,Farringdon,64227.32263564517,King's Cross St. Pancras,Farringdon
"['London Bridge LU', '[TRANSFER→]Bank and Monument', '[TRANSFER→]Cannon Street LU', 'Mansion House', '[TRANSFER→]Cannon Street LU', 'Bank and Monument']",334619.717386498,Bank and Monument,54480.33995698597,London Bridge LU,Bank and Monument
"['Bank and Monument', ""St. Paul's"", 'Chancery Lane', 'Holborn', '[TRANSFER→]Tottenham Court Road', 'Farringdon']",333521.8019171831,Farringdon,64227.32263564517,Bank and Monument,Farringdon
"['Tottenham Court Road', 'Goodge Street', 'Warren Street', 'Euston LU', ""[TRANSFER→]King's Cross St. Pancras"", '[TRANSFER→]Highbury & Islington']",331866.2361961658,Euston LU,51663.66156684396,Tottenham Court Road,Euston LU
"['Tottenham Court Road', 'Goodge Street', 'Warren Street', 'Euston LU', ""[TRANSFER→]King's Cross St. Pancras"", '[TRANSFER→]Euston Square']",331866.2361961658,Euston LU,51663.66156684396,Tottenham Court Road,Euston LU
"['Tottenham Court Road', 'Goodge Street', 'Warren Street', '[TRANSFER→]Euston LU', 'Camden Town (Edgware)', 'Euston LU']",331866.2361961658,Euston LU,51663.66156684396,Tottenham Court Road,Euston LU
"['Farringdon', '[TRANSFER→]Tottenham Court Road', 'Goodge Street', 'Warren Street', 'Euston LU', ""[TRANSFER→]King's Cross St. Pancras""]",331866.2361961658,Euston LU,51663.66156684396,Farringdon,Euston LU
"['Tottenham Court Road', 'Goodge Street', 'Warren Street', 'Euston LU', ""[TRANSFER→]King's Cross St. Pancras"", '[TRANSFER→]Farringdon']",331866.2361961658,Euston LU,51663.66156684396,Tottenham Court Road,Euston LU
"['Oxford Circus', '[TRANSFER→]Warren Street', 'Goodge Street', 'Warren Street', 'Euston LU', ""[TRANSFER→]King's Cross St. Pancras""]",331866.2361961658,Euston LU,51663.66156684396,Oxford Circus,Euston LU
"['London Bridge LU', '[TRANSFER→]Bank and Monument', '[TRANSFER→]Cannon Street LU', '[TRANSFER→]Mansion House', 'Cannon Street LU', 'Bank and Monument']",331177.30865295196,Bank and Monument,54480.33995698597,London Bridge LU,Bank and Monument
"['Leicester Square', '[TRANSFER→]Charing Cross LU', 'Piccadilly Circus', '[TRANSFER→]Green Park', '[TRANSFER→]Bond Street', 'Paddington TfL']",330308.86736184836,Paddington TfL,81178.24734898907,Leicester Square,Paddington TfL
"['Bank and Monument', ""St. Paul's"", 'Chancery Lane', 'Holborn', '[TRANSFER→]Tottenham Court Road', 'Leicester Square']",329978.7288332952,Leicester Square,45573.94756963399,Bank and Monument,Leicester Square
"['Paddington TfL', '[TRANSFER→]Edgware Road (DIS)', '[TRANSFER→]Baker Street', 'Finchley Road', '[TRANSFER→]Baker Street', 'Bond Street']",329928.22760567395,Bond Street,65259.91811015903,Paddington TfL,Bond Street
"['Stratford', '[TRANSFER→]West Ham', 'Star Lane', 'Canning Town', 'North Greenwich', 'Canary Wharf LU']",329396.2210404646,Canary Wharf LU,46399.37243550953,Stratford,Canary Wharf LU
"['Bank and Monument', '[TRANSFER→]Tower Hill', '[TRANSFER→]Aldgate', 'Tower Hill', 'Aldgate East', 'Liverpool Street LU']",327975.88274600403,Liverpool Street LU,74058.98826547644,Bank and Monument,Liverpool Street LU
"['Waterloo LU', '[TRANSFER→]Bank and Monument', 'Tower Hill', 'Aldgate East', 'Liverpool Street LU', '[TRANSFER→]Farringdon']",327975.88274600403,Liverpool Street LU,74058.98826547644,Waterloo LU,Liverpool Street LU
"['Bank and Monument', '[TRANSFER→]Liverpool Street LU', 'Aldgate East', 'Tower Hill', '[TRANSFER→]Aldgate', 'Liverpool Street LU']",327975.88274600403,Liverpool Street LU,74058.98826547644,Bank and Monument,Liverpool Street LU
"['Bank and Monument', '[TRANSFER→]Tower Hill', 'Aldgate East', 'Tower Hill', '[TRANSFER→]Aldgate', 'Liverpool Street LU']",327975.88274600403,Liverpool Street LU,74058.98826547644,Bank and Monument,Liverpool Street LU
"['Bank and Monument', 'Moorgate', '[TRANSFER→]Liverpool Street LU', '[TRANSFER→]Whitechapel', 'Liverpool Street LU', '[TRANSFER→]Whitechapel']",327596.807488994,Liverpool Street LU,74058.98826547644,Bank and Monument,Liverpool Street LU
"['Waterloo LU', 'Embankment', 'Charing Cross LU', 'Leicester Square', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Bond Street']",326570.78328144725,Leicester Square,45573.94756963399,Waterloo LU,Leicester Square
"['Waterloo LU', 'Embankment', 'Charing Cross LU', 'Leicester Square', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Oxford Circus']",326570.78328144725,Leicester Square,45573.94756963399,Waterloo LU,Leicester Square
"['Victoria LU', '[TRANSFER→]Green Park', '[TRANSFER→]Westminster', 'Embankment', 'Charing Cross LU', 'Leicester Square']",326570.78328144725,Leicester Square,45573.94756963399,Victoria LU,Leicester Square
"['Waterloo LU', 'Embankment', 'Charing Cross LU', '[TRANSFER→]Leicester Square', '[TRANSFER→]Piccadilly Circus', 'Leicester Square']",326570.78328144725,Leicester Square,45573.94756963399,Waterloo LU,Leicester Square
"['Piccadilly Circus', '[TRANSFER→]Charing Cross LU', 'Embankment', 'Charing Cross LU', 'Leicester Square', '[TRANSFER→]Tottenham Court Road']",326570.78328144725,Leicester Square,45573.94756963399,Piccadilly Circus,Leicester Square
"['Green Park', '[TRANSFER→]Westminster', 'Embankment', 'Charing Cross LU', 'Leicester Square', '[TRANSFER→]Tottenham Court Road']",326570.78328144725,Leicester Square,45573.94756963399,Green Park,Leicester Square
"['Victoria LU', '[TRANSFER→]Green Park', 'Westminster', '[TRANSFER→]Embankment', 'Charing Cross LU', 'Leicester Square']",325956.4299887508,Leicester Square,45573.94756963399,Victoria LU,Leicester Square
"['London Bridge LU', 'Bermondsey', 'Canada Water', '[TRANSFER→]Canary Wharf LU', 'North Greenwich', 'Canary Wharf LU']",324485.3142413775,Canary Wharf LU,46399.37243550953,London Bridge LU,Canary Wharf LU
"['Oxford Circus', 'Warren Street', '[TRANSFER→]Euston LU', 'Camden Town (Edgware)', 'Mornington Crescent', 'Euston LU']",324237.59249085654,Euston LU,51663.66156684396,Oxford Circus,Euston LU
"['Tottenham Court Road', '[TRANSFER→]Oxford Circus', 'Warren Street', '[TRANSFER→]Euston LU', 'Mornington Crescent', 'Euston LU']",324237.59249085654,Euston LU,51663.66156684396,Tottenham Court Road,Euston LU
"['Stratford', '[TRANSFER→]West Ham', 'Canning Town', 'North Greenwich', 'Canary Wharf LU', '[TRANSFER→]Canada Water']",323264.4650925846,Canary Wharf LU,46399.37243550953,Stratford,Canary Wharf LU
"[""King's Cross St. Pancras"", 'Angel', 'Old Street', '[TRANSFER→]Moorgate', '[TRANSFER→]Bank and Monument', 'Liverpool Street LU']",322752.207790104,Liverpool Street LU,74058.98826547644,King's Cross St. Pancras,Liverpool Street LU
"[""King's Cross St. Pancras"", 'Angel', 'Old Street', '[TRANSFER→]Moorgate', 'Liverpool Street LU', '[TRANSFER→]Aldgate East']",322752.207790104,Liverpool Street LU,74058.98826547644,King's Cross St. Pancras,Liverpool Street LU
"[""King's Cross St. Pancras"", 'Angel', 'Old Street', '[TRANSFER→]Moorgate', 'Liverpool Street LU', '[TRANSFER→]Bank and Monument']",322752.207790104,Liverpool Street LU,74058.98826547644,King's Cross St. Pancras,Liverpool Street LU
"['Tottenham Court Road', '[TRANSFER→]Farringdon', '[TRANSFER→]Liverpool Street LU', 'Bank and Monument', '[TRANSFER→]Waterloo LU', '[TRANSFER→]Embankment']",321804.515976458,Bank and Monument,54480.33995698597,Tottenham Court Road,Bank and Monument
"['Liverpool Street LU', '[TRANSFER→]Aldgate East', '[TRANSFER→]Tower Hill', '[TRANSFER→]Aldgate', '[TRANSFER→]Tower Hill', 'Bank and Monument']",321804.515976458,Bank and Monument,54480.33995698597,Liverpool Street LU,Bank and Monument
"['Farringdon', '[TRANSFER→]Liverpool Street LU', 'Bank and Monument', '[TRANSFER→]Liverpool Street LU', '[TRANSFER→]Whitechapel', '[TRANSFER→]Liverpool Street LU']",321804.515976458,Bank and Monument,54480.33995698597,Farringdon,Bank and Monument
"['London Bridge LU', '[TRANSFER→]Bank and Monument', '[TRANSFER→]Moorgate', '[TRANSFER→]Liverpool Street LU', 'Bank and Monument', '[TRANSFER→]Moorgate']",321804.515976458,Bank and Monument,54480.33995698597,London Bridge LU,Bank and Monument
"['Bond Street', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Farringdon', '[TRANSFER→]Liverpool Street LU', 'Bank and Monument', '[TRANSFER→]Cannon Street LU']",321804.515976458,Bank and Monument,54480.33995698597,Bond Street,Bank and Monument
"['Liverpool Street LU', 'Bank and Monument', '[TRANSFER→]London Bridge LU', '[TRANSFER→]Southwark', '[TRANSFER→]London Bridge LU', '[TRANSFER→]Southwark']",321804.515976458,Bank and Monument,54480.33995698597,Liverpool Street LU,Bank and Monument
"['Farringdon', '[TRANSFER→]Liverpool Street LU', '[TRANSFER→]Moorgate', '[TRANSFER→]Liverpool Street LU', 'Bank and Monument', '[TRANSFER→]Tower Hill']",321804.515976458,Bank and Monument,54480.33995698597,Farringdon,Bank and Monument
"['Liverpool Street LU', '[TRANSFER→]Bank and Monument', '[TRANSFER→]Moorgate', 'Bank and Monument', '[TRANSFER→]Cannon Street LU', '[TRANSFER→]Mansion House']",321804.515976458,Bank and Monument,54480.33995698597,Liverpool Street LU,Bank and Monument
"[""King's Cross St. Pancras"", 'Angel', 'Old Street', '[TRANSFER→]Moorgate', '[TRANSFER→]Bank and Monument', 'London Bridge LU']",319772.650251279,London Bridge LU,79888.75974908941,King's Cross St. Pancras,London Bridge LU
"[""King's Cross St. Pancras"", '[TRANSFER→]Farringdon', '[TRANSFER→]Tottenham Court Road', 'Holborn', 'Covent Garden', 'Leicester Square']",319014.46095453296,Leicester Square,45573.94756963399,King's Cross St. Pancras,Leicester Square
"['Tottenham Court Road', 'Holborn', 'Covent Garden', 'Leicester Square', '[TRANSFER→]Charing Cross LU', '[TRANSFER→]Piccadilly Circus']",319014.46095453296,Leicester Square,45573.94756963399,Tottenham Court Road,Leicester Square
"['Bond Street', '[TRANSFER→]Tottenham Court Road', 'Holborn', 'Covent Garden', 'Leicester Square', '[TRANSFER→]Piccadilly Circus']",319014.46095453296,Leicester Square,45573.94756963399,Bond Street,Leicester Square
"['Farringdon', '[TRANSFER→]Tottenham Court Road', 'Holborn', 'Covent Garden', 'Leicester Square', '[TRANSFER→]Piccadilly Circus']",319014.46095453296,Leicester Square,45573.94756963399,Farringdon,Leicester Square
"['Tottenham Court Road', 'Holborn', 'Covent Garden', 'Leicester Square', '[TRANSFER→]Piccadilly Circus', '[TRANSFER→]Green Park']",319014.46095453296,Leicester Square,45573.94756963399,Tottenham Court Road,Leicester Square
"['Oxford Circus', 'Warren Street', 'Euston LU', ""[TRANSFER→]King's Cross St. Pancras"", '[TRANSFER→]Euston Square', ""[TRANSFER→]King's Cross St. Pancras""]",315146.85600691853,Euston LU,51663.66156684396,Oxford Circus,Euston LU
"['Tottenham Court Road', '[TRANSFER→]Oxford Circus', 'Warren Street', '[TRANSFER→]Euston LU', 'Camden Town (Edgware)', 'Euston LU']",315146.85600691853,Euston LU,51663.66156684396,Tottenham Court Road,Euston LU
"['Farringdon', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Oxford Circus', 'Warren Street', 'Euston LU', ""[TRANSFER→]King's Cross St. Pancras""]",315146.85600691853,Euston LU,51663.66156684396,Farringdon,Euston LU
"['Tottenham Court Road', '[TRANSFER→]Leicester Square', '[TRANSFER→]Piccadilly Circus', '[TRANSFER→]Oxford Circus', 'Warren Street', 'Euston LU']",315146.85600691853,Euston LU,51663.66156684396,Tottenham Court Road,Euston LU
"['Oxford Circus', 'Warren Street', 'Euston LU', ""[TRANSFER→]King's Cross St. Pancras"", '[TRANSFER→]Farringdon', ""[TRANSFER→]King's Cross St. Pancras""]",315146.85600691853,Euston LU,51663.66156684396,Oxford Circus,Euston LU
"['Victoria LU', '[TRANSFER→]Green Park', '[TRANSFER→]Oxford Circus', 'Warren Street', 'Euston LU', ""[TRANSFER→]King's Cross St. Pancras""]",315146.85600691853,Euston LU,51663.66156684396,Victoria LU,Euston LU
"['Liverpool Street LU', '[TRANSFER→]Moorgate', 'Old Street', 'Moorgate', 'Barbican', 'Farringdon']",314019.8031734818,Farringdon,64227.32263564517,Liverpool Street LU,Farringdon
"['Bank and Monument', '[TRANSFER→]Moorgate', 'Old Street', 'Moorgate', 'Barbican', 'Farringdon']",314019.8031734818,Farringdon,64227.32263564517,Bank and Monument,Farringdon
"['Bond Street', '[TRANSFER→]Green Park', '[TRANSFER→]Victoria LU', '[TRANSFER→]Green Park', 'Victoria LU', '[TRANSFER→]Green Park']",311888.44877789356,Victoria LU,86723.86782461665,Bond Street,Victoria LU
"['Tottenham Court Road', '[TRANSFER→]Leicester Square', 'Charing Cross LU', 'Leicester Square', 'Piccadilly Circus', '[TRANSFER→]Oxford Circus']",311293.0577254548,Piccadilly Circus,43397.76087515598,Tottenham Court Road,Piccadilly Circus
"['Waterloo LU', '[TRANSFER→]Embankment', 'Charing Cross LU', '[TRANSFER→]Leicester Square', 'Piccadilly Circus', 'Leicester Square']",311293.0577254548,Leicester Square,45573.94756963399,Waterloo LU,Leicester Square
"['Oxford Circus', 'Piccadilly Circus', '[TRANSFER→]Leicester Square', 'Charing Cross LU', 'Leicester Square', '[TRANSFER→]Tottenham Court Road']",311293.0577254548,Leicester Square,45573.94756963399,Oxford Circus,Leicester Square
"['Waterloo LU', '[TRANSFER→]Westminster', '[TRANSFER→]Embankment', 'Charing Cross LU', 'Leicester Square', 'Piccadilly Circus']",311293.0577254548,Piccadilly Circus,43397.76087515598,Waterloo LU,Piccadilly Circus
"['Waterloo LU', '[TRANSFER→]Embankment', 'Charing Cross LU', 'Leicester Square', 'Piccadilly Circus', '[TRANSFER→]Oxford Circus']",311293.0577254548,Piccadilly Circus,43397.76087515598,Waterloo LU,Piccadilly Circus
"['Oxford Circus', '[TRANSFER→]Green Park', 'Piccadilly Circus', '[TRANSFER→]Leicester Square', 'Charing Cross LU', 'Leicester Square']",311293.0577254548,Leicester Square,45573.94756963399,Oxford Circus,Leicester Square
"['Oxford Circus', '[TRANSFER→]Piccadilly Circus', '[TRANSFER→]Charing Cross LU', 'Leicester Square', 'Charing Cross LU', 'Piccadilly Circus']",311293.0577254548,Piccadilly Circus,43397.76087515598,Oxford Circus,Piccadilly Circus
"['Tottenham Court Road', '[TRANSFER→]Leicester Square', '[TRANSFER→]Charing Cross LU', 'Piccadilly Circus', 'Charing Cross LU', 'Leicester Square']",311293.0577254548,Leicester Square,45573.94756963399,Tottenham Court Road,Leicester Square
"['Oxford Circus', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Leicester Square', 'Charing Cross LU', 'Leicester Square', 'Piccadilly Circus']",311293.0577254548,Piccadilly Circus,43397.76087515598,Oxford Circus,Piccadilly Circus
"[""King's Cross St. Pancras"", 'Russell Square', 'Holborn', '[TRANSFER→]Tottenham Court Road', 'Farringdon', '[TRANSFER→]Tottenham Court Road']",310186.2594766626,Farringdon,64227.32263564517,King's Cross St. Pancras,Farringdon
"['Euston LU', ""[TRANSFER→]King's Cross St. Pancras"", 'Russell Square', 'Holborn', '[TRANSFER→]Tottenham Court Road', 'Farringdon']",310186.2594766626,Farringdon,64227.32263564517,Euston LU,Farringdon
"['Bank and Monument', '[TRANSFER→]Tower Hill', 'Aldgate East', '[TRANSFER→]Liverpool Street LU', 'Bethnal Green LU', 'Liverpool Street LU']",310102.5685922294,Liverpool Street LU,74058.98826547644,Bank and Monument,Liverpool Street LU
"['Tottenham Court Road', '[TRANSFER→]Leicester Square', 'Piccadilly Circus', '[TRANSFER→]Leicester Square', 'Covent Garden', 'Leicester Square']",307642.8185708544,Leicester Square,45573.94756963399,Tottenham Court Road,Leicester Square
"['Tottenham Court Road', '[TRANSFER→]Leicester Square', 'Covent Garden', 'Leicester Square', '[TRANSFER→]Charing Cross LU', 'Piccadilly Circus']",307642.8185708544,Piccadilly Circus,43397.76087515598,Tottenham Court Road,Piccadilly Circus
"[""King's Cross St. Pancras"", 'Russell Square', 'Holborn', '[TRANSFER→]Tottenham Court Road', 'Leicester Square', '[TRANSFER→]Tottenham Court Road']",306643.1863927746,Leicester Square,45573.94756963399,King's Cross St. Pancras,Leicester Square
"['Tottenham Court Road', 'Goodge Street', 'Warren Street', '[TRANSFER→]Oxford Circus', 'Green Park', '[TRANSFER→]Westminster']",305805.67607605946,Green Park,50979.93327935799,Tottenham Court Road,Green Park
"['Leicester Square', '[TRANSFER→]Tottenham Court Road', 'Goodge Street', 'Warren Street', '[TRANSFER→]Oxford Circus', 'Green Park']",305805.67607605946,Green Park,50979.93327935799,Leicester Square,Green Park
"['Tottenham Court Road', 'Goodge Street', 'Warren Street', '[TRANSFER→]Oxford Circus', 'Green Park', '[TRANSFER→]Piccadilly Circus']",305805.67607605946,Green Park,50979.93327935799,Tottenham Court Road,Green Park
"['Waterloo LU', '[TRANSFER→]Bank and Monument', 'Tower Hill', 'Aldgate', 'Liverpool Street LU', '[TRANSFER→]Bank and Monument']",304535.508051614,Liverpool Street LU,74058.98826547644,Waterloo LU,Liverpool Street LU
"['Bank and Monument', '[TRANSFER→]Tower Hill', '[TRANSFER→]Aldgate', 'Tower Hill', 'Aldgate', 'Liverpool Street LU']",304535.508051614,Liverpool Street LU,74058.98826547644,Bank and Monument,Liverpool Street LU
"['Stratford', '[TRANSFER→]Whitechapel', '[TRANSFER→]Aldgate East', 'Tower Hill', 'Aldgate', 'Liverpool Street LU']",304535.508051614,Liverpool Street LU,74058.98826547644,Stratford,Liverpool Street LU
"['Farringdon', '[TRANSFER→]Liverpool Street LU', '[TRANSFER→]Aldgate', 'Tower Hill', 'Aldgate', 'Liverpool Street LU']",304535.508051614,Liverpool Street LU,74058.98826547644,Farringdon,Liverpool Street LU
"['Waterloo LU', 'Lambeth North', 'Elephant & Castle LU', 'Borough', 'London Bridge LU', '[TRANSFER→]Southwark']",303138.16357287305,London Bridge LU,79888.75974908941,Waterloo LU,London Bridge LU
"[""King's Cross St. Pancras"", 'Farringdon', '[TRANSFER→]Tottenham Court Road', 'Leicester Square', '[TRANSFER→]Charing Cross LU', '[TRANSFER→]Embankment']",302478.022297068,Leicester Square,45573.94756963399,King's Cross St. Pancras,Leicester Square
"['London Bridge LU', 'Borough', 'Elephant & Castle LU', 'Lambeth North', 'Waterloo LU', '[TRANSFER→]Embankment']",301269.457322692,Waterloo LU,93112.82099030414,London Bridge LU,Waterloo LU
"['Bank and Monument', '[TRANSFER→]Tower Hill', 'Aldgate East', '[TRANSFER→]Tower Hill', 'Aldgate', 'Liverpool Street LU']",297042.287809414,Liverpool Street LU,74058.98826547644,Bank and Monument,Liverpool Street LU
"['Leicester Square', '[TRANSFER→]Charing Cross LU', 'Embankment', 'Charing Cross LU', 'Piccadilly Circus', '[TRANSFER→]Green Park']",295119.29979855724,Piccadilly Circus,43397.76087515598,Leicester Square,Piccadilly Circus
"['Waterloo LU', 'Embankment', 'Charing Cross LU', 'Piccadilly Circus', '[TRANSFER→]Oxford Circus', '[TRANSFER→]Tottenham Court Road']",295119.29979855724,Piccadilly Circus,43397.76087515598,Waterloo LU,Piccadilly Circus
"['Waterloo LU', 'Embankment', '[TRANSFER→]Charing Cross LU', '[TRANSFER→]Leicester Square', 'Charing Cross LU', 'Piccadilly Circus']",295119.29979855724,Piccadilly Circus,43397.76087515598,Waterloo LU,Piccadilly Circus
"['Green Park', '[TRANSFER→]Piccadilly Circus', '[TRANSFER→]Charing Cross LU', 'Embankment', 'Charing Cross LU', 'Piccadilly Circus']",295119.29979855724,Piccadilly Circus,43397.76087515598,Green Park,Piccadilly Circus
"['Waterloo LU', 'Westminster', '[TRANSFER→]Embankment', 'Charing Cross LU', 'Piccadilly Circus', '[TRANSFER→]Oxford Circus']",294504.9465058608,Piccadilly Circus,43397.76087515598,Waterloo LU,Piccadilly Circus
"['Piccadilly Circus', 'Charing Cross LU', '[TRANSFER→]Embankment', '[TRANSFER→]Waterloo LU', 'Southwark', 'London Bridge LU']",294136.717631535,London Bridge LU,79888.75974908941,Piccadilly Circus,London Bridge LU
"['South Kensington', 'Knightsbridge', 'Hyde Park Corner', 'Green Park', '[TRANSFER→]Oxford Circus', '[TRANSFER→]Piccadilly Circus']",291950.0320323737,Green Park,50979.93327935799,South Kensington,Green Park
"['South Kensington', 'Knightsbridge', 'Hyde Park Corner', 'Green Park', '[TRANSFER→]Bond Street', '[TRANSFER→]Baker Street']",291950.0320323737,Green Park,50979.93327935799,South Kensington,Green Park
"['South Kensington', 'Knightsbridge', 'Hyde Park Corner', 'Green Park', '[TRANSFER→]Piccadilly Circus', '[TRANSFER→]Charing Cross LU']",291950.0320323737,Green Park,50979.93327935799,South Kensington,Green Park
"['South Kensington', 'Knightsbridge', 'Hyde Park Corner', 'Green Park', '[TRANSFER→]Bond Street', '[TRANSFER→]Tottenham Court Road']",291950.0320323737,Green Park,50979.93327935799,South Kensington,Green Park
"['South Kensington', 'Knightsbridge', 'Hyde Park Corner', 'Green Park', '[TRANSFER→]Piccadilly Circus', '[TRANSFER→]Leicester Square']",291950.0320323737,Green Park,50979.93327935799,South Kensington,Green Park
"['Waterloo LU', 'Westminster', '[TRANSFER→]Green Park', 'Hyde Park Corner', 'Knightsbridge', 'South Kensington']",290865.6089282641,South Kensington,46411.55214650201,Waterloo LU,South Kensington
"['South Kensington', 'Gloucester Road', '[TRANSFER→]High Street Kensington', '[TRANSFER→]Notting Hill Gate', 'Bayswater', 'Paddington TfL']",289409.51733261877,Paddington TfL,81178.24734898907,South Kensington,Paddington TfL
"[""King's Cross St. Pancras"", '[TRANSFER→]Euston LU', 'Warren Street', '[TRANSFER→]Oxford Circus', 'Green Park', '[TRANSFER→]Piccadilly Circus']",289086.29588681215,Green Park,50979.93327935799,King's Cross St. Pancras,Green Park
"['Tottenham Court Road', '[TRANSFER→]Oxford Circus', 'Warren Street', '[TRANSFER→]Oxford Circus', 'Green Park', '[TRANSFER→]Westminster']",289086.29588681215,Green Park,50979.93327935799,Tottenham Court Road,Green Park
"['Leicester Square', 'Covent Garden', 'Holborn', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Oxford Circus', 'Piccadilly Circus']",287562.977471643,Piccadilly Circus,43397.76087515598,Leicester Square,Piccadilly Circus
"[""King's Cross St. Pancras"", '[TRANSFER→]Euston LU', 'Warren Street', '[TRANSFER→]Oxford Circus', 'Bond Street', '[TRANSFER→]Tottenham Court Road']",284040.6963302021,Bond Street,65259.91811015903,King's Cross St. Pancras,Bond Street
"['Farringdon', '[TRANSFER→]Liverpool Street LU', '[TRANSFER→]Aldgate', 'Tower Hill', '[TRANSFER→]Aldgate', 'Liverpool Street LU']",283824.141027204,Liverpool Street LU,74058.98826547644,Farringdon,Liverpool Street LU
"['Waterloo LU', 'Westminster', '[TRANSFER→]Embankment', '[TRANSFER→]Charing Cross LU', 'Leicester Square', '[TRANSFER→]Charing Cross LU']",282146.83799358597,Leicester Square,45573.94756963399,Waterloo LU,Leicester Square
"['Stratford', 'West Ham', '[TRANSFER→]Canning Town', 'North Greenwich', 'Canary Wharf LU', '[TRANSFER→]Canada Water']",281170.5766019019,Canary Wharf LU,46399.37243550953,Stratford,Canary Wharf LU
"['Oxford Circus', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Leicester Square', 'Charing Cross LU', '[TRANSFER→]Piccadilly Circus', 'Green Park']",279345.88028336485,Green Park,50979.93327935799,Oxford Circus,Green Park
"['Leicester Square', 'Charing Cross LU', '[TRANSFER→]Piccadilly Circus', 'Green Park', '[TRANSFER→]Bond Street', '[TRANSFER→]Paddington TfL']",279345.88028336485,Green Park,50979.93327935799,Leicester Square,Green Park
"['Piccadilly Circus', '[TRANSFER→]Leicester Square', 'Charing Cross LU', '[TRANSFER→]Embankment', '[TRANSFER→]Westminster', 'Green Park']",279345.88028336485,Green Park,50979.93327935799,Piccadilly Circus,Green Park
