Route,Score,End,End Exit Volume,Start,End Clean
"['South Kensington', 'Knightsbridge', 'Hyde Park Corner', 'Green Park', 'Westminster', 'Waterloo LU']",651960.3106965676,Waterloo LU,93112.82099030414,South Kensington,Waterloo LU
"['Victoria LU', 'Green Park', 'Westminster', 'Embankment', '[TRANSFER→]Charing Cross LU', 'Leicester Square']",650976.8429614784,Leicester Square,45573.94756963399,Victoria LU,Leicester Square
"[""King's Cross St. Pancras"", '[TRANSFER→]Euston Square', 'Great Portland Street', 'Baker Street', 'Bond Street', 'Paddington TfL']",650321.6035620989,Paddington TfL,81178.24734898907,King's Cross St. Pancras,Paddington TfL
"['South Kensington', 'Knightsbridge', 'Hyde Park Corner', 'Green Park', '[TRANSFER→]Oxford Circus', 'Tottenham Court Road']",650100.0238186556,Tottenham Court Road,101119.98339478439,South Kensington,Tottenham Court Road
"['London Bridge LU', '[TRANSFER→]Bank and Monument', 'Moorgate', '[TRANSFER→]Liverpool Street LU', 'Bank and Monument', 'Liverpool Street LU']",649401.323465452,Liverpool Street LU,74058.98826547644,London Bridge LU,Liverpool Street LU
"['London Bridge LU', '[TRANSFER→]Bank and Monument', 'Liverpool Street LU', '[TRANSFER→]Bank and Monument', 'Moorgate', 'Bank and Monument']",649401.323465452,Bank and Monument,54480.33995698597,London Bridge LU,Bank and Monument
"['London Bridge LU', '[TRANSFER→]Bank and Monument', 'Moorgate', 'Bank and Monument', 'Liverpool Street LU', '[TRANSFER→]Whitechapel']",649401.323465452,Liverpool Street LU,74058.98826547644,London Bridge LU,Liverpool Street LU
"['Paddington TfL', 'Bond Street', '[TRANSFER→]Green Park', '[TRANSFER→]Piccadilly Circus', 'Oxford Circus', '[TRANSFER→]Tottenham Court Road']",648004.7263998264,Oxford Circus,88888.96704187145,Paddington TfL,Oxford Circus
"['Green Park', '[TRANSFER→]Bond Street', '[TRANSFER→]Baker Street', 'Bond Street', '[TRANSFER→]Tottenham Court Road', 'Oxford Circus']",648004.7263998264,Oxford Circus,88888.96704187145,Green Park,Oxford Circus
"['Paddington TfL', '[TRANSFER→]Bond Street', 'Oxford Circus', 'Bond Street', '[TRANSFER→]Green Park', '[TRANSFER→]Victoria LU']",648004.7263998264,Bond Street,65259.91811015903,Paddington TfL,Bond Street
"['Tottenham Court Road', '[TRANSFER→]Bond Street', 'Oxford Circus', '[TRANSFER→]Green Park', 'Bond Street', '[TRANSFER→]Green Park']",648004.7263998264,Bond Street,65259.91811015903,Tottenham Court Road,Bond Street
"[""King's Cross St. Pancras"", '[TRANSFER→]Farringdon', '[TRANSFER→]Tottenham Court Road', 'Bond Street', 'Oxford Circus', '[TRANSFER→]Green Park']",648004.7263998264,Oxford Circus,88888.96704187145,King's Cross St. Pancras,Oxford Circus
"['Paddington TfL', 'Bond Street', '[TRANSFER→]Oxford Circus', '[TRANSFER→]Green Park', 'Oxford Circus', '[TRANSFER→]Warren Street']",648004.7263998264,Oxford Circus,88888.96704187145,Paddington TfL,Oxford Circus
"[""King's Cross St. Pancras"", '[TRANSFER→]Euston LU', '[TRANSFER→]Warren Street', 'Oxford Circus', '[TRANSFER→]Tottenham Court Road', 'Bond Street']",648004.7263998264,Bond Street,65259.91811015903,King's Cross St. Pancras,Bond Street
"['Green Park', '[TRANSFER→]Piccadilly Circus', 'Oxford Circus', 'Bond Street', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Leicester Square']",648004.7263998264,Bond Street,65259.91811015903,Green Park,Bond Street
"['Paddington TfL', 'Bond Street', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Leicester Square', '[TRANSFER→]Tottenham Court Road', 'Oxford Circus']",648004.7263998264,Oxford Circus,88888.96704187145,Paddington TfL,Oxford Circus
"['Tottenham Court Road', '[TRANSFER→]Bond Street', '[TRANSFER→]Paddington TfL', 'Bond Street', '[TRANSFER→]Green Park', 'Oxford Circus']",648004.7263998264,Oxford Circus,88888.96704187145,Tottenham Court Road,Oxford Circus
"['Liverpool Street LU', 'Whitechapel', '[TRANSFER→]Stratford', 'Pudding Mill Lane', 'Stratford', '[TRANSFER→]Liverpool Street NR']",647320.399577272,Stratford,92594.97009758174,Liverpool Street LU,Stratford
"['Tottenham Court Road', '[TRANSFER→]Farringdon', '[TRANSFER→]Liverpool Street LU', 'Moorgate', 'Bank and Monument', 'London Bridge LU']",646421.765926627,London Bridge LU,79888.75974908941,Tottenham Court Road,London Bridge LU
"['Waterloo LU', '[TRANSFER→]Southwark', 'London Bridge LU', '[TRANSFER→]Bank and Monument', 'Moorgate', 'Bank and Monument']",646421.765926627,Bank and Monument,54480.33995698597,Waterloo LU,Bank and Monument
"['Paddington TfL', 'Edgware Road (Bak)', 'Marylebone LU', 'Baker Street', '[TRANSFER→]Bond Street', 'Oxford Circus']",646245.4194702026,Oxford Circus,88888.96704187145,Paddington TfL,Oxford Circus
"['Paddington TfL', 'Edgware Road (DIS)', 'Baker Street', '[TRANSFER→]Bond Street', 'Oxford Circus', '[TRANSFER→]Warren Street']",646157.9939844514,Oxford Circus,88888.96704187145,Paddington TfL,Oxford Circus
"['Leicester Square', 'Covent Garden', 'Holborn', 'Tottenham Court Road', '[TRANSFER→]Oxford Circus', 'Piccadilly Circus']",645712.969257925,Piccadilly Circus,43397.76087515598,Leicester Square,Piccadilly Circus
"['Paddington TfL', 'Bond Street', '[TRANSFER→]Tottenham Court Road', 'Farringdon', ""[TRANSFER→]King's Cross St. Pancras"", 'Euston LU']",645098.0848303745,Euston LU,51663.66156684396,Paddington TfL,Euston LU
"['Oxford Circus', ""Regent's Park"", 'Baker Street', 'Great Portland Street', 'Euston Square', ""King's Cross St. Pancras""]",645097.5696272806,King's Cross St. Pancras,122827.76544140621,Oxford Circus,King's Cross St. Pancras
"['Oxford Circus', 'Bond Street', 'Baker Street', '[TRANSFER→]Marylebone LU', 'Edgware Road (Bak)', 'Paddington TfL']",644829.8768320945,Paddington TfL,81178.24734898907,Oxford Circus,Paddington TfL
"[""King's Cross St. Pancras"", 'Angel', 'Old Street', '[TRANSFER→]Moorgate', 'Bank and Monument', 'Liverpool Street LU']",644556.723766562,Liverpool Street LU,74058.98826547644,King's Cross St. Pancras,Liverpool Street LU
"['Paddington TfL', '[TRANSFER→]Edgware Road (Bak)', 'Marylebone LU', 'Baker Street', ""Regent's Park"", 'Oxford Circus']",642912.6849284826,Oxford Circus,88888.96704187145,Paddington TfL,Oxford Circus
"['Green Park', 'Westminster', 'Waterloo LU', 'Embankment', '[TRANSFER→]Charing Cross LU', 'Leicester Square']",642771.4699504763,Leicester Square,45573.94756963399,Green Park,Leicester Square
"['Oxford Circus', '[TRANSFER→]Warren Street', 'Goodge Street', 'Tottenham Court Road', 'Leicester Square', 'Piccadilly Circus']",642352.8377058194,Piccadilly Circus,43397.76087515598,Oxford Circus,Piccadilly Circus
"['Green Park', 'Bond Street', '[TRANSFER→]Oxford Circus', 'Warren Street', '[TRANSFER→]Oxford Circus', 'Tottenham Court Road']",642190.6881164841,Tottenham Court Road,101119.98339478439,Green Park,Tottenham Court Road
"['Farringdon', 'Tottenham Court Road', '[TRANSFER→]Oxford Circus', 'Warren Street', '[TRANSFER→]Oxford Circus', 'Bond Street']",642190.6881164841,Bond Street,65259.91811015903,Farringdon,Bond Street
"['Victoria LU', ""St. James's Park"", 'Westminster', 'Waterloo LU', 'Southwark', 'London Bridge LU']",641885.4352981441,London Bridge LU,79888.75974908941,Victoria LU,London Bridge LU
"[""King's Cross St. Pancras"", 'Angel', 'Old Street', '[TRANSFER→]Moorgate', 'Bank and Monument', 'London Bridge LU']",641577.166227737,London Bridge LU,79888.75974908941,King's Cross St. Pancras,London Bridge LU
"['Waterloo LU', 'Embankment', '[TRANSFER→]Charing Cross LU', 'Leicester Square', 'Tottenham Court Road', '[TRANSFER→]Oxford Circus']",640911.1830725644,Tottenham Court Road,101119.98339478439,Waterloo LU,Tottenham Court Road
"['Leicester Square', 'Charing Cross LU', 'Embankment', 'Waterloo LU', '[TRANSFER→]Westminster', 'Green Park']",639970.5122402553,Green Park,50979.93327935799,Leicester Square,Green Park
"['Liverpool Street LU', '[TRANSFER→]Aldgate East', 'Whitechapel', 'Stratford', '[TRANSFER→]Stratford International DLR']",639806.9882992054,Stratford,92594.97009758174,Liverpool Street LU,Stratford
"[""King's Cross St. Pancras"", 'Angel', 'Old Street', '[TRANSFER→]Moorgate', 'Bank and Monument', 'Waterloo LU']",639708.4599775559,Waterloo LU,93112.82099030414,King's Cross St. Pancras,Waterloo LU
"['Piccadilly Circus', 'Charing Cross LU', '[TRANSFER→]Embankment', 'Waterloo LU', 'Westminster', 'Green Park']",639356.1589475588,Green Park,50979.93327935799,Piccadilly Circus,Green Park
"['Liverpool Street LU', 'Bethnal Green LU', 'Mile End', '[TRANSFER→]Stratford', 'Maryland', 'Stratford']",637732.1947969472,Stratford,92594.97009758174,Liverpool Street LU,Stratford
"['Paddington TfL', '[TRANSFER→]Edgware Road (DIS)', 'Baker Street', 'Great Portland Street', 'Euston Square', ""King's Cross St. Pancras""]",637372.0908220506,King's Cross St. Pancras,122827.76544140621,Paddington TfL,King's Cross St. Pancras
"['Piccadilly Circus', 'Charing Cross LU', 'Embankment', 'Waterloo LU', '[TRANSFER→]Bank and Monument', 'Liverpool Street LU']",636613.4030182592,Liverpool Street LU,74058.98826547644,Piccadilly Circus,Liverpool Street LU
"['Oxford Circus', '[TRANSFER→]Warren Street', 'Euston LU', '[TRANSFER→]Warren Street', 'Goodge Street', 'Tottenham Court Road']",636466.2203838357,Tottenham Court Road,101119.98339478439,Oxford Circus,Tottenham Court Road
"['Waterloo LU', 'Embankment', '[TRANSFER→]Westminster', 'Green Park', 'Piccadilly Circus', 'Leicester Square']",636313.4706981825,Leicester Square,45573.94756963399,Waterloo LU,Leicester Square
"['Liverpool Street LU', '[TRANSFER→]Moorgate', 'Old Street', 'Angel', ""King's Cross St. Pancras"", 'Farringdon']",636189.1885130361,Farringdon,64227.32263564517,Liverpool Street LU,Farringdon
"['Waterloo LU', 'Westminster', 'Green Park', '[TRANSFER→]Piccadilly Circus', 'Leicester Square', 'Piccadilly Circus']",635699.1174054861,Piccadilly Circus,43397.76087515598,Waterloo LU,Piccadilly Circus
"['Waterloo LU', 'Westminster', 'Green Park', '[TRANSFER→]Oxford Circus', 'Piccadilly Circus', 'Leicester Square']",635699.1174054861,Leicester Square,45573.94756963399,Waterloo LU,Leicester Square
"['Victoria LU', '[TRANSFER→]Green Park', 'Westminster', 'Green Park', 'Piccadilly Circus', 'Leicester Square']",635699.1174054861,Leicester Square,45573.94756963399,Victoria LU,Leicester Square
"['Paddington TfL', '[TRANSFER→]Edgware Road (Bak)', 'Marylebone LU', 'Baker Street', '[TRANSFER→]Bond Street', 'Oxford Circus']",635187.2061232526,Oxford Circus,88888.96704187145,Paddington TfL,Oxford Circus
"['London Bridge LU', 'Southwark', 'Waterloo LU', '[TRANSFER→]Bank and Monument', 'Liverpool Street LU', 'Farringdon']",633648.1461428711,Farringdon,64227.32263564517,London Bridge LU,Farringdon
"['Piccadilly Circus', 'Charing Cross LU', 'Embankment', 'Waterloo LU', '[TRANSFER→]Southwark', 'London Bridge LU']",633633.8454794342,London Bridge LU,79888.75974908941,Piccadilly Circus,London Bridge LU
"['Leicester Square', 'Charing Cross LU', 'Embankment', 'Waterloo LU', '[TRANSFER→]Southwark', 'London Bridge LU']",633633.8454794342,London Bridge LU,79888.75974908941,Leicester Square,London Bridge LU
"[""King's Cross St. Pancras"", '[TRANSFER→]Euston Square', 'Great Portland Street', 'Baker Street', ""Regent's Park"", 'Oxford Circus']",632777.555065827,Oxford Circus,88888.96704187145,King's Cross St. Pancras,Oxford Circus
"['Liverpool Street LU', 'Bethnal Green LU', 'Mile End', '[TRANSFER→]Stratford', 'Pudding Mill Lane', 'Stratford']",631578.5358829966,Stratford,92594.97009758174,Liverpool Street LU,Stratford
"['Victoria LU', ""St. James's Park"", 'Westminster', 'Green Park', 'Bond Street', '[TRANSFER→]Paddington TfL']",630254.3714043661,Bond Street,65259.91811015903,Victoria LU,Bond Street
"['Victoria LU', ""St. James's Park"", 'Westminster', 'Green Park', '[TRANSFER→]Oxford Circus', 'Bond Street']",630254.3714043661,Bond Street,65259.91811015903,Victoria LU,Bond Street
"['Victoria LU', ""St. James's Park"", 'Westminster', 'Green Park', 'Bond Street', '[TRANSFER→]Tottenham Court Road']",630254.3714043661,Bond Street,65259.91811015903,Victoria LU,Bond Street
"['Leicester Square', '[TRANSFER→]Charing Cross LU', '[TRANSFER→]Piccadilly Circus', 'Oxford Circus', '[TRANSFER→]Bond Street', 'Paddington TfL']",629806.9139063847,Paddington TfL,81178.24734898907,Leicester Square,Paddington TfL
"['Tottenham Court Road', 'Leicester Square', 'Piccadilly Circus', '[TRANSFER→]Charing Cross LU', 'Embankment', 'Waterloo LU']",628108.0976871804,Waterloo LU,93112.82099030414,Tottenham Court Road,Waterloo LU
"['Leicester Square', 'Charing Cross LU', 'Piccadilly Circus', 'Green Park', 'Bond Street', '[TRANSFER→]Paddington TfL']",627852.5601386549,Bond Street,65259.91811015903,Leicester Square,Bond Street
"['Canary Wharf LU', 'Canada Water', 'Bermondsey', 'London Bridge LU', 'Southwark', 'Waterloo LU']",627374.8654815757,Waterloo LU,93112.82099030414,Canary Wharf LU,Waterloo LU
"['Paddington TfL', 'Edgware Road (Bak)', '[TRANSFER→]Marylebone LU', 'Baker Street', ""Regent's Park"", 'Oxford Circus']",627285.8283358227,Oxford Circus,88888.96704187145,Paddington TfL,Oxford Circus
"['Liverpool Street LU', 'Whitechapel', 'Aldgate East', 'Tower Hill', 'Bank and Monument', '[TRANSFER→]Shadwell DLR']",626712.7605557314,Bank and Monument,54480.33995698597,Liverpool Street LU,Bank and Monument
"['Farringdon', '[TRANSFER→]Liverpool Street LU', 'Whitechapel', 'Aldgate East', 'Tower Hill', 'Bank and Monument']",626712.7605557314,Bank and Monument,54480.33995698597,Farringdon,Bank and Monument
"['Oxford Circus', '[TRANSFER→]Green Park', 'Piccadilly Circus', 'Leicester Square', 'Tottenham Court Road', '[TRANSFER→]Bond Street']",625633.457516572,Tottenham Court Road,101119.98339478439,Oxford Circus,Tottenham Court Road
"['Farringdon', 'Tottenham Court Road', '[TRANSFER→]Leicester Square', '[TRANSFER→]Charing Cross LU', 'Piccadilly Circus', 'Leicester Square']",625633.457516572,Leicester Square,45573.94756963399,Farringdon,Leicester Square
"[""King's Cross St. Pancras"", '[TRANSFER→]Farringdon', 'Tottenham Court Road', 'Leicester Square', '[TRANSFER→]Charing Cross LU', 'Piccadilly Circus']",625633.457516572,Piccadilly Circus,43397.76087515598,King's Cross St. Pancras,Piccadilly Circus
"['Oxford Circus', '[TRANSFER→]Piccadilly Circus', '[TRANSFER→]Green Park', 'Piccadilly Circus', 'Leicester Square', 'Tottenham Court Road']",625633.457516572,Tottenham Court Road,101119.98339478439,Oxford Circus,Tottenham Court Road
"['Bond Street', 'Tottenham Court Road', '[TRANSFER→]Leicester Square', 'Piccadilly Circus', 'Leicester Square', '[TRANSFER→]Charing Cross LU']",625633.457516572,Leicester Square,45573.94756963399,Bond Street,Leicester Square
"[""King's Cross St. Pancras"", '[TRANSFER→]Euston Square', 'Great Portland Street', 'Baker Street', '[TRANSFER→]Bond Street', 'Oxford Circus']",625052.076260597,Oxford Circus,88888.96704187145,King's Cross St. Pancras,Oxford Circus
"['Waterloo LU', 'Lambeth North', 'Elephant & Castle LU', 'Borough', 'London Bridge LU', 'Bank and Monument']",624942.6795493311,Bank and Monument,54480.33995698597,Waterloo LU,Bank and Monument
"['Tottenham Court Road', '[TRANSFER→]Farringdon', 'Liverpool Street LU', '[TRANSFER→]Farringdon', ""King's Cross St. Pancras"", '[TRANSFER→]Euston LU']",624784.7911648621,King's Cross St. Pancras,122827.76544140621,Tottenham Court Road,King's Cross St. Pancras
"['Victoria LU', 'Green Park', 'Piccadilly Circus', 'Charing Cross LU', '[TRANSFER→]Embankment', 'Waterloo LU']",624692.7866842629,Waterloo LU,93112.82099030414,Victoria LU,Waterloo LU
"['Oxford Circus', 'Green Park', 'Piccadilly Circus', 'Charing Cross LU', '[TRANSFER→]Embankment', 'Waterloo LU']",624692.7866842629,Waterloo LU,93112.82099030414,Oxford Circus,Waterloo LU
"['Tottenham Court Road', 'Bond Street', 'Green Park', 'Hyde Park Corner', 'Knightsbridge', 'South Kensington']",624213.2225610581,South Kensington,46411.55214650201,Tottenham Court Road,South Kensington
"['Paddington TfL', 'Bond Street', 'Green Park', 'Hyde Park Corner', 'Knightsbridge', 'South Kensington']",624213.2225610581,South Kensington,46411.55214650201,Paddington TfL,South Kensington
"['Bank and Monument', '[TRANSFER→]Liverpool Street LU', 'Bethnal Green LU', 'Liverpool Street LU', '[TRANSFER→]Farringdon', 'Tottenham Court Road']",624100.8186597114,Tottenham Court Road,101119.98339478439,Bank and Monument,Tottenham Court Road
"['Tottenham Court Road', '[TRANSFER→]Farringdon', '[TRANSFER→]Liverpool Street LU', 'Bethnal Green LU', 'Mile End', 'Stratford']",624065.1246049302,Stratford,92594.97009758174,Tottenham Court Road,Stratford
"['Liverpool Street LU', 'Bethnal Green LU', 'Mile End', 'Stratford', '[TRANSFER→]Stratford International DLR']",624065.1246049302,Stratford,92594.97009758174,Liverpool Street LU,Stratford
"['Green Park', 'Westminster', ""St. James's Park"", 'Victoria LU', 'Sloane Square', 'South Kensington']",623415.9276074839,South Kensington,46411.55214650201,Green Park,South Kensington
"['Waterloo LU', 'Westminster', ""St. James's Park"", 'Victoria LU', 'Sloane Square', 'South Kensington']",623415.9276074839,South Kensington,46411.55214650201,Waterloo LU,South Kensington
"['Bank and Monument', 'Liverpool Street LU', 'Farringdon', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Oxford Circus', 'Green Park']",620726.015044882,Green Park,50979.93327935799,Bank and Monument,Green Park
"['Piccadilly Circus', 'Leicester Square', '[TRANSFER→]Tottenham Court Road', '[TRANSFER→]Oxford Circus', 'Warren Street', 'Oxford Circus']",620531.5198734385,Oxford Circus,88888.96704187145,Piccadilly Circus,Oxford Circus
"['Euston LU', 'Warren Street', 'Oxford Circus', '[TRANSFER→]Tottenham Court Road', 'Leicester Square', '[TRANSFER→]Piccadilly Circus']",620531.5198734385,Leicester Square,45573.94756963399,Euston LU,Leicester Square
"['Stratford', 'Mile End', 'Stepney Green', 'Whitechapel', 'Liverpool Street LU', '[TRANSFER→]Aldgate East']",618749.8923650403,Liverpool Street LU,74058.98826547644,Stratford,Liverpool Street LU
"['Victoria LU', 'Green Park', 'Westminster', '[TRANSFER→]Waterloo LU', 'Southwark', 'London Bridge LU']",618542.7773115663,London Bridge LU,79888.75974908941,Victoria LU,London Bridge LU
"['Oxford Circus', 'Green Park', 'Westminster', '[TRANSFER→]Waterloo LU', 'Southwark', 'London Bridge LU']",618542.7773115663,London Bridge LU,79888.75974908941,Oxford Circus,London Bridge LU
